antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,support_count,antecedent_count,consequent_count,antecedent_str,consequent_str,rule_str,ant_len,con_len
0.3888888888888889,0.4444444444444444,0.3888888888888889,1.0,2.25,1.0,0.2160493827160494,inf,0.9090909090909091,0.8750000000000002,1.0,0.9375,14,14,16,HIGH_CHILD_CYBERCRIME + HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE,HIGH_IDENTITY_THEFT + HIGH_SEXUAL_EXPLOITATION_MOTIVE,HIGH_CHILD_CYBERCRIME + HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE -> HIGH_IDENTITY_THEFT + HIGH_SEXUAL_EXPLOITATION_MOTIVE,3,2
0.3888888888888889,0.4444444444444444,0.3888888888888889,1.0,2.25,1.0,0.2160493827160494,inf,0.9090909090909091,0.8750000000000002,1.0,0.9375,14,14,16,HIGH_CHILD_CYBERCRIME + HIGH_EXTORTION_MOTIVE + HIGH_WOMEN_CYBERCRIME,HIGH_IDENTITY_THEFT + HIGH_SEXUAL_EXPLOITATION_MOTIVE,HIGH_CHILD_CYBERCRIME + HIGH_EXTORTION_MOTIVE + HIGH_WOMEN_CYBERCRIME -> HIGH_IDENTITY_THEFT + HIGH_SEXUAL_EXPLOITATION_MOTIVE,3,2
0.3888888888888889,0.4444444444444444,0.3888888888888889,1.0,2.25,1.0,0.2160493827160494,inf,0.9090909090909091,0.8750000000000002,1.0,0.9375,14,14,16,HIGH_IDENTITY_THEFT + HIGH_SEC66D_CHEATING,HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE,HIGH_IDENTITY_THEFT + HIGH_SEC66D_CHEATING -> HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE,2,2
0.3611111111111111,0.4444444444444444,0.3611111111111111,1.0,2.25,1.0,0.2006172839506173,inf,0.8695652173913044,0.8124999999999999,1.0,0.90625,13,13,16,HIGH_CHILD_CYBERCRIME + HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE + HIGH_WOMEN_CYBERCRIME,HIGH_IDENTITY_THEFT + HIGH_SEXUAL_EXPLOITATION_MOTIVE,HIGH_CHILD_CYBERCRIME + HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE + HIGH_WOMEN_CYBERCRIME -> HIGH_IDENTITY_THEFT + HIGH_SEXUAL_EXPLOITATION_MOTIVE,4,2
0.3611111111111111,0.4444444444444444,0.3611111111111111,1.0,2.25,1.0,0.2006172839506173,inf,0.8695652173913044,0.8124999999999999,1.0,0.90625,13,13,16,HIGH_IDENTITY_THEFT + HIGH_SEC66D_CHEATING + HIGH_SEXUAL_EXPLOITATION_MOTIVE,HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE,HIGH_IDENTITY_THEFT + HIGH_SEC66D_CHEATING + HIGH_SEXUAL_EXPLOITATION_MOTIVE -> HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE,3,2
0.3333333333333333,0.4444444444444444,0.3333333333333333,1.0,2.25,1.0,0.18518518518518517,inf,0.8333333333333333,0.7500000000000001,1.0,0.875,12,12,16,HIGH_IDENTITY_THEFT + HIGH_SEC66D_CHEATING + HIGH_SEXUAL_EXPLOITATION_MOTIVE + HIGH_WOMEN_CYBERCRIME,HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE,HIGH_IDENTITY_THEFT + HIGH_SEC66D_CHEATING + HIGH_SEXUAL_EXPLOITATION_MOTIVE + HIGH_WOMEN_CYBERCRIME -> HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE,4,2
0.3333333333333333,0.4444444444444444,0.3333333333333333,1.0,2.25,1.0,0.18518518518518517,inf,0.8333333333333333,0.7500000000000001,1.0,0.875,12,12,16,HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE + HIGH_SEC66D_CHEATING + HIGH_WOMEN_CYBERCRIME,HIGH_IDENTITY_THEFT + HIGH_SEXUAL_EXPLOITATION_MOTIVE,HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE + HIGH_SEC66D_CHEATING + HIGH_WOMEN_CYBERCRIME -> HIGH_IDENTITY_THEFT + HIGH_SEXUAL_EXPLOITATION_MOTIVE,4,2
0.3333333333333333,0.4444444444444444,0.3333333333333333,1.0,2.25,1.0,0.18518518518518517,inf,0.8333333333333333,0.7500000000000001,1.0,0.875,12,12,16,HIGH_EXTORTION_MOTIVE + HIGH_SEC66D_CHEATING + HIGH_SEXUAL_EXPLOITATION_MOTIVE + HIGH_WOMEN_CYBERCRIME,HIGH_FRAUD_MOTIVE + HIGH_IDENTITY_THEFT,HIGH_EXTORTION_MOTIVE + HIGH_SEC66D_CHEATING + HIGH_SEXUAL_EXPLOITATION_MOTIVE + HIGH_WOMEN_CYBERCRIME -> HIGH_FRAUD_MOTIVE + HIGH_IDENTITY_THEFT,4,2
0.3333333333333333,0.4444444444444444,0.3333333333333333,1.0,2.25,1.0,0.18518518518518517,inf,0.8333333333333333,0.7500000000000001,1.0,0.875,12,12,16,HIGH_FRAUD_MOTIVE + HIGH_SEC66D_CHEATING + HIGH_WOMEN_CYBERCRIME,HIGH_EXTORTION_MOTIVE + HIGH_IDENTITY_THEFT + HIGH_SEXUAL_EXPLOITATION_MOTIVE,HIGH_FRAUD_MOTIVE + HIGH_SEC66D_CHEATING + HIGH_WOMEN_CYBERCRIME -> HIGH_EXTORTION_MOTIVE + HIGH_IDENTITY_THEFT + HIGH_SEXUAL_EXPLOITATION_MOTIVE,3,3
0.3333333333333333,0.4444444444444444,0.3333333333333333,1.0,2.25,1.0,0.18518518518518517,inf,0.8333333333333333,0.7500000000000001,1.0,0.875,12,12,16,HIGH_SEC66D_CHEATING + HIGH_SEXUAL_EXPLOITATION_MOTIVE + HIGH_WOMEN_CYBERCRIME,HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE + HIGH_IDENTITY_THEFT,HIGH_SEC66D_CHEATING + HIGH_SEXUAL_EXPLOITATION_MOTIVE + HIGH_WOMEN_CYBERCRIME -> HIGH_EXTORTION_MOTIVE + HIGH_FRAUD_MOTIVE + HIGH_IDENTITY_THEFT,3,3
